initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
37,233,1,1,1,79582.76399694379,0.18,67709.09,101582.76399694379
39,268,1,2,1,104793.49743480788,0.22,53360.25,144793.49743480788
50,193,1,1,1,15946.757340657325,0.1,51846.31,31025.89698558615
46,229,2,2,1,-36712.96468715739,0.12,6242.18,-28080.013639006967
44,229,3,3,1,-127335.49064842574,0.04,118615.66,-127335.49064842574
48,213,1,2,1,147367.99273866412,0.07,44324.65,158918.22259237978
46,205,3,1,2,75807.13337110002,0.03,36161.7,75807.13337110002
48,205,2,1,3,40779.45790768664,0.23,48601.04,40779.45790768664
51,218,1,2,1,1810.771128716648,0.14,24615.51,23581.03642095412
44,258,3,1,4,-72979.0426707315,0.2,22245.56,-48485.16579100801
54,208,3,2,3,-160264.2856106903,0.02,35766.47,-160264.2856106903
42,284,1,4,1,447978.9874916076,0.14,9199.98,469332.10053970484
53,229,1,2,1,-201399.4115128477,0.33,108671.24,-201399.4115128477
40,251,3,4,5,-129016.41705142896,0.34,97631.36,-129016.41705142896
55,239,1,1,1,-116183.16102010023,0.24,64323.13,-112183.16102010023
57,145,2,1,4,230970.9565560932,0.3,199909.17,230970.9565560932
61,241,1,1,1,-130484.39723984156,0.19,41719.23,-130484.39723984156
43,253,1,1,1,-154424.7280832364,0.15,220890.12,-154424.7280832364
51,219,1,4,1,25476.186804842782,0.13,137638.52,25476.186804842782
46,230,1,1,1,-82576.52781266738,0.26,103054.46,-82576.52781266738
51,176,1,3,1,-46342.176800982255,0.29,101081.63,-46342.176800982255
44,328,1,1,1,53508.43959471188,0.04,40599.72,76151.79170083486
56,321,1,1,1,111018.45750439168,0.16,48397.37,117018.45750439168
62,193,2,1,3,221422.1393459449,0.25,141925.68,221422.1393459449
48,330,1,1,1,230622.91036409565,0.22,50673.96,252622.91036409565
44,328,2,1,5,-132641.02341561008,0.3,58074.28,-132641.02341561008
47,328,3,1,3,64451.31246776483,0.24,40113.5,64451.31246776483
46,215,3,2,5,-16559.725397476974,0.01,46267.77,-16559.725397476974
57,221,1,2,1,-29953.48098939282,0.08,39627.31,-25573.835420698833
53,277,2,2,5,-105886.93376980202,0,22376.77,-105886.93376980202
51,330,3,1,3,-158114.44666029472,0.11,15229.67,-147531.4166974045
41,246,2,1,3,-18426.80329731749,0.34,154341.26,-18426.80329731749
60,329,3,1,3,143587.06153576242,0.26,115370.42,143587.06153576242
44,193,1,3,1,-179559.54495526402,0.35,56668.36,-164559.54495526402
39,238,1,3,1,95653.59752083766,0.29,46278.37,135653.59752083768
63,370,2,1,3,37857.58383029286,0.05,168526.92,37857.58383029286
58,340,3,1,5,223693.9556155641,0.09,68849.22,223693.9556155641
53,345,1,1,1,46199.1606657841,0.02,18071.43,47835.87217518267
46,196,3,1,3,-190203.1715587335,0.35,27707,-164203.1715587335
47,196,2,1,3,-215716.08562573677,0.15,42877.31,-215716.08562573677
51,345,3,1,2,-376543.85651713616,0.31,7621.24,-361618.8620251902
54,162,2,2,3,-103888.78761341186,0.25,21590.2,-95921.58113007103
54,701,2,3,3,-43788.5742872876,0.16,174285.49,-43788.5742872876
46,162,3,2,4,-29124.7953656562,0.32,80188.94,-29124.7953656562
62,458,2,1,3,75631.92962193175,0.08,57558.88,75631.92962193175
44,458,3,1,3,-95420.28138823793,0.11,17084.53,-69217.13693346194
49,220,1,1,1,57494.15499391784,0.27,142302.75,57494.15499391784
40,241,1,1,1,139893.33512436523,0.35,17448.08,232428.72601201208
58,427,3,1,3,-106113.7499023728,0.02,46030.12,-106113.7499023728
54,409,3,1,3,-186730.41712083452,0.24,104198.59,-186730.41712083452
58,387,1,1,1,547074.046948917,0.13,100852.45,547074.046948917
36,202,1,3,1,165671.27423640052,0.3,56330.23,188671.27423640052
43,282,2,1,5,-6343.475633872519,0.2,68322.25,-6343.475633872519
55,427,1,1,1,75935.98079775753,0.2,42017.9,83935.98079775753
53,409,3,1,3,-21478.47914074752,0.29,37601.49,-21478.47914074752
48,453,1,1,1,-47477.14997735371,0.31,76201.79,-47477.14997735371
54,404,3,1,3,-3594.4487884975333,0.35,30604.87,1405.5512115024667
62,382,3,1,3,-61551.66573459755,0.35,45070.31,-61551.66573459755
45,513,2,1,3,94841.72203187844,0.34,196401.53,94841.72203187844
53,404,3,1,3,-220583.6055835978,0.11,102067.16,-220583.6055835978
43,646,2,1,5,164225.037562488,0.32,7940.6,202930.51296022176
49,423,1,1,1,-148344.92300581263,0.03,25020.99,-142139.5498204601
48,423,3,1,1,-17421.740933577785,0.27,50006.67,-6421.740933577785
54,423,2,1,3,77146.87881952459,0.04,33594.57,78138.64314188954
40,215,3,2,4,-192452.29424518245,0.09,59928.22,-192452.29424518245
48,226,1,1,1,73207.3442194138,0.15,49292.12,95206.29565215972
58,411,1,1,1,-37788.036146443024,0.06,40008.24,-36165.575423113565
55,411,3,1,3,126489.14914426356,0.29,32304.32,130489.14914426356
37,231,1,1,1,36280.51702079719,0.24,35700,146280.51702079718
45,423,1,1,1,-126931.10394026928,0.08,97563.46,-126931.10394026928
45,423,1,1,1,4169.796136209742,0.01,129720.22,4169.796136209742
59,411,1,1,1,380269.4971161291,0.1,72300.62,380269.4971161291
48,175,2,1,3,232588.52045422443,0.05,12386.4,238352.23396433287
45,175,3,1,3,-67985.91113899254,0.04,110265.87,-67985.91113899254
39,207,3,2,5,134629.5174666349,0.13,86893.54,134629.5174666349
35,220,1,2,1,-248135.730171592,0.32,51428.89,-200135.730171592
54,143,1,3,1,113177.879723683,0.06,48094.09,117437.31830961599
61,175,1,1,1,3713.158129256216,0.03,29962.31,3713.158129256216
37,228,3,1,4,42940.17163039,0.27,149493.39,42940.17163039
36,228,1,1,1,-12690.137961464992,0.15,43473.89,32835.00310484123
47,215,1,2,1,-39617.67575854658,0.18,38156.83,19870.859564846476
60,329,1,1,1,-143257.85243537324,0.26,68553.78,-143257.85243537324
39,321,2,1,5,57897.617276213045,0.02,112728,57897.617276213045
56,321,3,1,3,-38508.476967980816,0.06,25289.8,-37222.83436697436
56,321,1,1,1,88179.3176372351,0.03,56930.07,88902.84770934204
52,176,1,1,1,35100.08109531594,0.07,94943.48,35100.08109531594
63,143,1,1,1,60409.419599249166,0.17,140810.37,60409.419599249166
60,321,2,1,3,111931.95793277767,0.18,18722.37,111931.95793277767
58,321,3,1,3,-122613.80067659864,0.03,78972.75,-122613.80067659864
38,228,3,1,3,-195958.1101745529,0,7732.19,-195958.1101745529
53,330,1,1,1,-140361.47084136296,0.14,41973.1,-129717.37702065347
38,259,2,1,3,-114978.05876240876,0.25,60260.09,-114978.05876240876
43,298,2,1,5,134573.0417879508,0.12,77025.34,134573.0417879508
41,244,3,1,3,-230471.47371587585,0.1,114980.36,-230471.47371587585
46,194,3,2,3,139793.55562023283,0.3,28349.41,152793.55562023283
39,189,1,2,1,130528.0368283372,0.06,40616.9,181663.39299484756
35,223,3,1,3,55450.69743444131,0.2,64872.93,55450.69743444131
40,223,1,1,1,-137388.93291938887,0.12,58544.83,-118447.80490479911
43,458,3,1,3,157343.09951595814,0.31,29783.64,173343.09951595814
54,184,3,1,3,168463.3924937683,0.23,69565.76,168463.3924937683
54,345,1,1,1,27054.25895968456,0.15,26675.05,41819.682483096156
52,208,3,2,4,-242657.751686766,0.29,46359.13,-242657.751686766
50,345,3,1,3,66702.42664784547,0.06,158549.86,66702.42664784547
44,382,3,2,1,-286717.1718841193,0.09,28474.26,-250985.55688608703
39,223,3,1,5,262307.2960354799,0.18,48578.06,262307.2960354799
43,223,2,1,5,116247.55322793328,0.09,96768.4,116247.55322793328
54,416,3,1,5,26172.21274493016,0.02,42318.83,26172.21274493016
60,172,1,1,1,-58281.66947268236,0.16,21433.93,-58281.66947268236
58,204,3,2,2,-61112.193629448135,0.06,20757.67,-60775.477950049746
62,427,1,1,1,275572.06209719094,0.01,87805.77,275572.06209719094
37,502,2,1,1,47805.93664675605,0.22,53302.18,47805.93664675605
61,427,1,1,1,61924.63233288651,0.19,177873.97,61924.63233288651
53,228,1,1,1,26277.670215370144,0.07,20668.4,32829.377997376716
56,218,1,1,1,-151915.18420622594,0.12,40144.84,-141711.0868004363
55,425,3,1,5,-29896.77932198149,0.24,129147.67,-29896.77932198149
50,409,1,1,1,47037.02856649589,0.24,139917.68,47037.02856649589
60,382,1,1,1,-186971.83287271863,0.01,124691.82,-186971.83287271863
60,454,2,1,5,412314.5942201311,0.17,27239.75,412314.5942201311
52,215,1,4,1,7968.976641905961,0.19,91778.74,7968.976641905961
47,423,1,1,1,-241457.4815042278,0.01,97325.84,-241457.4815042278
37,449,1,1,1,27204.79639983492,0.19,110168.77,27204.79639983492
57,219,1,1,1,7717.026563100881,0.31,44238.45,11717.02656310088
49,226,1,1,1,-35264.88302760536,0,98703.13,-35264.88302760536
43,252,1,1,1,-98177.023686617,0.29,110522.29,-98177.023686617
61,382,3,1,3,95162.87347553918,0.28,25232.15,95162.87347553918
41,646,2,1,3,83013.19436158257,0.28,40830.96,83013.19436158257
44,252,3,1,3,24577.143210527032,0.22,16689.45,75771.53594134975
55,416,3,1,5,-84644.80956678091,0.28,32338.53,-80644.80956678091
57,411,1,1,1,-192712.83507725992,0.04,103232.96,-192712.83507725992
36,360,3,2,5,-79959.0706793466,0.3,20637.67,-34820.22556118844
35,433,3,1,5,157730.34329954683,0.14,93203.09,157730.34329954683
49,152,1,1,1,121921.4646416323,0.31,115358.21,121921.4646416323
35,212,1,3,1,-41262.76724631933,0.14,44657.11,5957.711841978249
51,183,1,3,1,648015.8630561172,0.32,45435.88,664015.8630561172
37,242,2,3,4,-43432.44872693832,0.34,81600.07,-43432.44872693832
43,188,3,3,2,-337835.4293385261,0.32,17893.21,-261906.30452917953
37,237,1,1,1,62367.790496564456,0.2,196927.61,62367.790496564456
36,197,3,2,5,36020.52939337252,0.26,86168.89,36020.52939337252
55,203,2,1,5,639665.4932127533,0.22,52931.71,639665.4932127533
52,203,2,1,5,628580.2145860804,0.32,58513.89,628580.2145860804
46,246,1,1,1,-82862.87031139135,0.06,48791.91,-69367.00282356622
46,182,3,1,3,-242078.8870531064,0.32,66218.14,-242078.8870531064
44,212,3,2,3,-171592.80933191924,0.07,28338.07,-166061.14275992598
35,258,1,1,1,89689.0829471133,0.33,73187.35,89689.0829471133
46,230,3,1,3,40042.9889772696,0.3,71864.7,40042.9889772696
35,257,1,1,1,146790.49745611005,0.27,47210.71,194790.49745611005
41,263,1,1,1,161635.63982594138,0.04,14308.13,171928.26856629964
52,263,1,1,1,298544.8731816005,0.17,69727.53,305544.8731816005
48,217,1,2,1,68454.81059623511,0.28,8669.44,91045.85749745075
37,238,1,1,1,-95894.6995074159,0.09,153519.23,-95894.6995074159
51,173,1,1,1,14328.56736781003,0.3,91978.54,14328.56736781003
55,169,1,1,1,-56126.19148194412,0.01,28884.6,-55292.215139471766
40,248,1,1,1,52843.00289759874,0.24,32451.08,147843.00289759872
40,243,3,1,3,16123.378077014168,0.13,34713.6,32502.61777459382
39,170,1,2,1,87093.58196098088,0.34,100301.71,87093.58196098088
45,222,3,1,3,25281.994349269346,0.18,121328.98,25281.994349269346
55,222,1,1,1,84816.77520790232,0.05,36520.07,90088.94003023575
43,238,3,1,5,-9724.102926649077,0.32,43627.51,-9724.102926649077
53,177,1,1,1,-118100.69167226354,0.21,28174.8,-91307.17261663097
43,238,3,1,3,113527.44893326664,0.21,158694.9,113527.44893326664
56,179,3,1,3,-64940.02515044045,0.05,137270.24,-64940.02515044045
62,179,2,1,4,5289.7597344573705,0.07,158060.46,5289.7597344573705
49,193,1,1,1,-21644.63852882268,0.2,74721.29,-21644.63852882268
50,181,1,1,1,89950.90204867028,0.29,85705.2,89950.90204867028
60,1465,1,1,1,-246279.2434464693,0.07,34954.53,-246279.2434464693
59,1368,1,1,1,169322.98078289485,0.02,34064.54,169322.98078289485
51,1254,2,1,3,-22152.736493894696,0.12,69641.62,-22152.736493894696
38,928,3,1,3,144225.36299033294,0.04,42186.69,144225.36299033294
53,1580,2,1,5,212254.5644584997,0.17,51207.8,212254.5644584997
37,1533,1,1,1,103405.0463148374,0.26,45187.97,147405.0463148374
56,831,1,2,1,66341.93443620583,0.05,12399.86,67655.19349243568
38,690,1,1,1,133416.1140270978,0.06,28755.55,172377.44613436583
61,1852,1,1,1,451505.4570770479,0.07,175880.13,451505.4570770479
59,1809,1,1,1,27227.272633094304,0.17,36209.53,27227.272633094304
53,1127,1,1,1,62873.46379725542,0.05,68827.59,65990.28711221073
38,1172,1,2,1,93273.74064706264,0.15,39826.03,195318.61779653738
43,967,3,2,2,-86663.06459287496,0.06,55865.12,-86663.06459287496
43,1821,3,1,5,97529.11560787517,0.13,86669.29,97529.11560787517
44,2066,2,2,5,159236.81116192197,0.12,42357.26,159236.81116192197
37,2066,3,2,5,-148236.25982033223,0.08,151669.61,-148236.25982033223
37,1813,1,2,1,142775.37077183067,0.09,165150.05,142775.37077183067
60,1852,3,1,3,48424.80990300699,0.12,36297.95,48424.80990300699
57,1154,3,2,3,11065.374201683244,0.17,26037.33,13511.39275332994
55,1809,1,1,1,-179027.4180642802,0.12,58237.21,-175096.4895805431
43,868,3,1,5,24697.13606605928,0.1,27743.64,41601.255015880175
47,1670,3,1,5,163510.1452752589,0.24,122859.8,163510.1452752589
51,1571,3,1,5,314128.9540421696,0.02,28942.11,314860.29017108894
48,1075,3,2,3,115316.91765565416,0.33,41691.67,115316.91765565416
46,1045,3,4,3,148645.60687739486,0.26,100059.33,148645.60687739486
44,942,1,1,1,528032.629202723,0.07,45574.37,545825.1054771236
41,947,2,1,5,-50221.65478034436,0.21,85175.93,-50221.65478034436
39,1777,2,1,5,-63705.051746732686,0.04,86003.42,-63705.051746732686
55,1243,2,1,3,71378.11816990025,0.05,220721.16,71378.11816990025
35,1050,1,1,1,-183889.4177356321,0.09,105989.88,-183889.4177356321
53,1789,2,1,3,285899.2584344147,0.15,63109.68,285899.2584344147
43,1856,1,1,1,251900.49787943088,0.09,21407.67,281248.66741546337
52,1829,1,1,1,35228.26271066476,0.09,109837.61,35228.26271066476
54,1750,1,1,1,10028.31386159358,0.08,119903.47,10028.31386159358
61,1845,3,1,2,-37834.55897030392,0.06,84134.3,-37834.55897030392
45,955,1,4,1,-178568.20536704917,0.22,2555.13,-171424.67032919865
35,962,2,2,5,74836.85902312418,0.27,31804.16,98836.85902312418
48,1640,2,1,4,14303.968298666396,0.18,52758.9,14303.968298666396
38,982,3,2,3,-90017.66456204651,0.01,63352.65,-90017.66456204651
59,1686,2,1,1,105938.40237389503,0.07,39467.73,105938.40237389503
40,1893,3,1,3,84862.97601338195,0.26,1660.27,93259.418392847
41,1872,2,1,3,101409.7319754809,0.1,47310.78,101409.7319754809
35,959,1,1,1,193932.08133143705,0.19,88090.53,193932.08133143705
42,965,1,4,1,420636.9479836298,0.15,20051.88,470501.58206049894
47,940,1,1,1,73566.59055840144,0.22,81539.39,73566.59055840144
39,925,1,1,1,-141472.24594980513,0.1,70846.63,-121514.73779989284
53,1665,2,1,3,90849.40459105856,0.16,191726.05,90849.40459105856
58,1686,2,1,5,1540.8325265853591,0.07,65889.33,1540.8325265853591
43,1856,2,1,5,8114.293237462758,0.13,111110.33,8114.293237462758
37,2401,2,1,5,195375.9308933121,0.03,158147.84,195375.9308933121
41,967,1,2,1,110768.45950446976,0.01,51199.29,114451.50742016481
36,896,3,1,4,28911.842093019328,0.01,17396.33,33433.90654673612
44,967,3,2,5,-113944.480001902,0.14,24614.64,-94725.10743776505
50,967,2,2,5,-235922.45846849683,0.11,30222.06,-231088.0263805897
35,2109,1,1,1,20248.38416972121,0.18,68198.71,44248.384169721205
55,1338,2,1,3,134201.64989581887,0.25,28606.81,138168.39711349097
39,1102,3,2,3,199146.78281104445,0.12,51449.94,199146.78281104445
48,986,1,1,1,-235206.89333590525,0.25,39050.87,-180206.89333590525
46,1127,1,2,1,-72511.8915077347,0.24,64332.36,-59511.891507734705
59,1036,1,2,1,-7504.981982793322,0.03,133792.4,-7504.981982793322
51,986,1,1,1,209558.01029115464,0.22,45300.94,225558.01029115464
63,884,1,1,1,33081.73983506861,0.22,31633.32,33081.73983506861
50,838,1,1,1,66284.39304127471,0.03,121358.29,66284.39304127471
39,792,3,1,4,132779.41371696594,0.15,83335.66,132779.41371696594
63,955,1,2,1,55567.969779372,0.2,48088.03,55567.969779372
51,1549,1,1,1,176430.42864024072,0.21,38454.42,216430.42864024072
49,1767,1,1,1,-273642.4987589455,0.2,99297.91,-273642.4987589455
38,829,1,1,1,252206.2944944093,0.19,125388.62,252206.2944944093
42,989,3,1,4,420803.6721350867,0,40769.36,420803.6721350867
44,989,3,1,2,232804.5354667168,0.24,96079.76,232804.5354667168
50,1735,1,1,1,83128.42541540119,0.11,32069.14,108777.91447200184
41,1856,1,1,1,132361.26043895452,0.29,74927.25,132361.26043895452
47,1767,3,1,3,11654.93079273149,0.23,70659.31,11654.93079273149
54,975,1,1,1,129961.21252473432,0.11,5687.12,132269.7370066331
60,1845,1,1,1,-235973.24193079368,0.19,83219.83,-235973.24193079368
54,737,1,1,1,-133655.31941697898,0.2,15846.01,-121960.34358469548
35,875,3,1,4,-24860.88426035409,0.01,10312.14,-21992.66597600329
36,1777,2,1,5,238288.2793798457,0.27,19595.29,346711.0391068136
42,989,1,1,1,40634.464940021215,0.26,52042.13,74634.46494002122
50,942,1,1,1,-208399.3950053453,0.01,85725.01,-208399.3950053453
48,942,1,1,1,4346.247943142898,0,119158.58,4346.247943142898
55,975,1,1,1,-73894.46078161815,0.1,28015.93,-65805.50582556489
44,2064,1,2,1,30010.391955421725,0.26,58402.07,45010.39195542173
53,1683,1,1,1,-344250.202328363,0.25,83376.01,-344250.202328363
57,1712,1,1,1,-133798.65015038996,0.34,253669.12,-133798.65015038996
43,1009,1,1,1,118048.87517020848,0.08,51998.5,143194.39136223544
60,689,1,1,1,9628.15747510702,0.07,64697.29,9628.15747510702
43,1009,1,1,1,224089.15028056136,0.21,11766.66,261728.45631542278
45,874,2,1,3,449906.8001050968,0.07,96028.03,449906.8001050968
50,1683,2,1,3,109088.56822334444,0.33,36553.37,109088.56822334444
53,1683,3,1,2,35981.36141231525,0.06,91722.22,35981.36141231525
36,1406,2,1,4,49561.2933799696,0.13,21632.68,78802.33105782905
54,1683,2,1,4,-58037.87370011293,0.14,33078.98,-54619.97215695332
53,1683,3,1,3,26201.42057295516,0.11,246912.37,26201.42057295516
36,1958,1,3,1,-130535.88443200856,0.16,41300.6,-84937.0199826124
52,880,1,3,1,-161041.24572543945,0.19,91989.92,-161041.24572543945
54,1429,1,3,1,-208341.6561158141,0.23,53761.23,-198341.6561158141
55,880,1,3,1,-106459.2685958518,0.15,113562.12,-106459.2685958518
44,997,1,1,1,146833.32564622132,0.08,109144.94,146833.32564622132
41,997,1,1,1,30583.6481077261,0.15,108076.57,30583.6481077261
42,1114,1,1,1,111473.49473785606,0.31,11381.19,169965.38383084544
43,1285,3,2,5,201662.14642961795,0.31,59321.08,201662.14642961795
46,1335,2,2,5,13186.835060050938,0.26,21444.5,37238.069093275844
44,1155,1,1,1,-186259.9441244655,0.25,33685.08,-111259.94412446549
43,1191,3,1,3,-117754.67151039302,0.03,36592.05,-117754.67151039302
44,1178,2,1,3,166275.62597620976,0.14,14987.15,195530.9410574587
47,1112,3,2,5,-21178.30857195389,0.3,151502.02,-21178.30857195389
59,1078,1,1,1,86705.82152754,0.32,181296.32,86705.82152754
35,1093,3,1,3,127488.7548299714,0.05,80660.11,127488.7548299714
42,1093,2,1,4,106308.92851956876,0.29,46578.55,106308.92851956876
53,1217,1,1,1,328056.9132796939,0.06,83459.72,328056.9132796939
48,1204,2,1,3,193085.6899760314,0.01,73157.93,193085.6899760314
61,1242,3,4,3,-164867.66385174825,0.03,18538.63,-164867.66385174825
45,1020,3,2,3,144875.47883358438,0.06,63721.02,144875.47883358438
37,782,1,1,1,114294.88842718468,0.27,91929.73,114294.88842718468
40,702,3,3,3,-73914.5623162065,0.35,82436.21,-73914.5623162065
42,857,1,1,1,-149186.29965090085,0.11,68847.47,-132186.29965090085
37,1316,3,2,3,-7284.6502867304125,0.17,75237.2,-7284.6502867304125
50,1072,3,2,5,-115501.68905061689,0.27,90139.98,-115501.68905061689
55,1072,2,2,5,13211.063387181628,0.33,131378.89,13211.063387181628
51,1184,1,2,1,147962.8164220766,0.31,40058.31,187962.8164220766
51,941,2,1,5,53583.343182276,0.22,23634.58,66722.19482123211
53,736,2,3,3,189367.1557235758,0.12,60070.93,189367.1557235758
50,736,3,3,5,219378.07902602744,0.03,45396.77,219378.07902602744
48,935,1,1,1,27051.18230073341,0.08,43251.32,39931.79806842822
52,1090,3,2,5,19739.34759280164,0.28,122093.5,19739.34759280164
43,1044,2,2,3,-19470.582901120342,0.28,45699.17,-19470.582901120342
36,913,1,1,1,-204326.6275523256,0.28,89380.81,-204326.6275523256
39,913,1,1,1,19873.685630884625,0,101432.45,19873.685630884625
35,885,1,1,1,98323.1076014863,0.2,41421.52,146323.10760148632
51,1023,3,2,3,78731.81627862979,0.32,64764.96,78731.81627862979
45,854,2,2,5,-87183.68993135483,0.18,51325.37,-87183.68993135483
54,1094,1,2,1,-134727.70568470482,0.22,34952.97,-109727.70568470482
43,967,3,2,5,25330.149293646828,0.19,74682.86,25330.149293646828
48,866,2,2,1,-268024.6323084838,0.23,57089.64,-268024.6323084838
49,1850,1,1,1,27219.861033128545,0.35,12976.14,64765.17388430288
46,1127,3,2,5,-177903.954456583,0.09,65352.54,-177903.954456583
48,866,2,2,1,84126.01875419174,0.02,109720.52,84126.01875419174
61,1865,2,1,5,62181.76575197299,0.08,53687.63,62181.76575197299
46,986,3,1,2,38675.70317184522,0.09,107905.96,38675.70317184522
37,1102,3,2,5,225013.1899890339,0.12,24125.87,253097.3363732905
37,1102,1,2,1,188206.86012321743,0.1,22789.99,243475.8009648451
36,896,1,1,1,30555.46508521201,0.3,90772.82,30555.46508521201
45,1253,1,4,1,508313.2274131478,0.33,139855.29,508313.2274131478
41,1040,2,2,4,-129726.18822212506,0.19,109638.6,-129726.18822212506
55,1154,1,2,1,-107698.48258559594,0.04,8881.62,-106672.73724547292
48,1127,1,2,1,29210.752774419296,0.08,70227.84,39282.47018080374
48,1036,1,2,1,77338.91529341122,0.07,577.53,77715.15087831806
37,896,1,1,1,294106.18123098166,0.35,92193.63,294106.18123098166
55,1009,3,2,3,-296306.37805254967,0.29,72187.23,-296306.37805254967
47,1670,3,1,3,-61274.3803742824,0.22,13953.5,-29373.661517874218
51,1571,1,1,1,303814.95682600123,0.25,50307.96,319814.95682600123
53,1112,3,4,3,-21618.343155973213,0.06,44235.57,-21618.343155973213
50,1670,1,1,1,-214308.7029632766,0.23,98333.76,-214308.7029632766
35,792,1,1,1,3228.775202674792,0.08,75436.88,3228.775202674792
63,1561,1,1,1,-127894.23248800074,0.23,97055.51,-127894.23248800074
58,1549,1,1,1,96509.54464219756,0.13,36291.99,99698.34720097067
35,1861,3,2,3,-83859.30268556121,0.28,157448.35,-83859.30268556121
61,955,3,2,2,-158284.81814003614,0.21,206604.51,-158284.81814003614
47,1629,2,1,5,207772.08043737256,0.13,36389.25,207772.08043737256
42,1629,3,1,5,119154.15326949784,0.29,54451.81,119154.15326949784
53,1420,2,1,5,-212472.1953490535,0.24,59528.01,-212472.1953490535
55,826,1,1,1,-189534.83545323243,0.08,159604.98,-189534.83545323243
45,789,1,3,1,30144.03255229855,0.21,25159.11,93520.58046151826
50,1670,1,1,1,312624.840530812,0.03,48648.57,316869.5702746805
54,1571,1,1,1,36462.217958643945,0.17,174021.08,36462.217958643945
53,1071,2,2,5,69470.46893184158,0.22,774.01,70241.58343851236
42,868,1,1,1,109189.32448106832,0.17,14087.21,148892.03804487776
58,838,1,1,1,10382.009992135389,0.25,75904.49,10382.009992135389
50,1571,1,1,1,23757.231357085235,0.07,88184.42,23757.231357085235
63,1649,1,1,1,168415.0059262913,0.17,194810.12,168415.0059262913
48,941,1,1,1,-23488.725981938223,0.27,32754.01,31511.274018061777
42,1721,3,1,5,16194.823720324091,0.06,28266.97,21818.324820517537
42,989,1,1,1,82184.11976262642,0.31,148044.98,82184.11976262642
61,1829,1,1,1,-123597.20565387604,0.27,85886.24,-123597.20565387604
41,989,1,1,1,41070.16411711285,0.33,41819.83,77070.16411711284
55,1829,1,1,1,85310.16666688991,0.12,85964.44,85310.16666688991
57,1075,1,2,1,54897.21167501408,0.07,92129.53,54897.21167501408
44,1168,2,2,3,31872.367844974528,0.09,442347.17,31872.367844974528
58,1006,1,1,1,-98475.50902375564,0.3,43177.21,-96475.50902375564
46,1767,1,1,1,-46718.48702298977,0.14,2269.08,-43057.31961164843
49,1767,3,1,5,7118.068008215738,0.04,49903.57,7118.068008215738
37,1969,3,1,5,36186.15482442486,0.08,98651.04,36186.15482442486
50,933,3,1,1,-155102.97807074233,0.02,38961.29,-152836.65388043228
52,894,1,4,1,91828.236714644,0.2,41868.12,105828.236714644
47,1767,1,2,1,-201354.24108220235,0.34,57086.06,-189354.24108220235
36,1736,1,1,1,-181404.43454181607,0.21,49644.69,-135404.43454181607
36,925,3,1,5,-47704.95503344486,0.05,44845.6,-47704.95503344486
50,925,2,1,3,112538.0087729542,0.07,51551.21,112538.0087729542
38,925,1,1,1,131379.60634874555,0.05,36495.46,172586.48459971265
48,815,1,4,1,258712.2745957642,0.17,106380.43,258712.2745957642
40,1810,3,4,2,290319.78210401617,0.05,20336.88,310098.4743901753
47,940,3,1,4,-129373.56073439131,0.28,22463.79,-106109.35013326159
63,1712,2,1,2,42635.2893161364,0.07,32803.9,42635.2893161364
55,1712,1,1,1,-148803.27019605893,0.2,39591.05,-128803.27019605893
63,1591,1,1,1,405710.1412013863,0.15,181683.15,405710.1412013863
36,959,1,1,1,7042.7599011533875,0.29,40624.39,122042.75990115339
45,940,1,1,1,60488.946434527374,0.15,100644.1,60488.946434527374
43,1009,1,1,1,23619.063605550804,0.17,120045.99,23619.063605550804
61,948,1,1,1,426020.4127790636,0.34,88161.46,426020.4127790636
55,1712,1,1,1,371617.0964142078,0.27,65012.39,375617.0964142078
37,925,1,1,1,507230.5200219973,0.04,51715.85,527297.4371499082
37,982,1,2,1,33216.358445502374,0.13,63743.39,55216.358445502374
63,928,1,4,1,771986.5371230401,0.14,69799.97,771986.5371230401
52,1683,1,1,1,747208.9063305907,0.02,86531.34,747208.9063305907
53,1635,2,4,5,217688.71668979895,0.32,65329.21,217688.71668979895
53,1777,2,1,5,279473.1218459932,0.16,116600.7,279473.1218459932
50,1777,2,1,5,-145070.33398874907,0.14,35968.73,-145070.33398874907
43,971,1,2,1,46676.962509042256,0.23,77584.59,46676.962509042256
53,1860,3,1,4,26198.88518829469,0.07,141863.33,26198.88518829469
61,1865,2,1,5,-15033.207954969504,0.11,147464.7,-15033.207954969504
54,1860,1,1,1,-55500.45319959872,0.32,82437,-55500.45319959872
61,1852,3,1,2,-127810.10430821923,0.26,82594,-127810.10430821923
60,1154,3,2,3,-103509.17383886936,0.25,60989.88,-103509.17383886936
45,866,2,2,5,-167651.99356378472,0.24,152045.16,-167651.99356378472
37,1102,3,2,5,72636.18630031221,0.12,116830.73,72636.18630031221
52,1064,2,2,3,-25055.741099860363,0.34,82764.06,-25055.741099860363
37,2182,1,4,1,237206.57766875712,0.29,66633.75,259206.57766875712
60,1957,3,1,5,-251340.9610373416,0.03,81532.89,-251340.9610373416
38,947,1,1,1,206444.15432933436,0.34,53518.07,248444.15432933436
45,1026,1,1,1,144968.73423569868,0.23,22274.4,207219.2739870381
44,1039,1,4,1,177546.89576020945,0.32,209365.66,177546.89576020945
40,967,1,2,1,87358.68493603439,0.06,47830.12,109687.00020539878
